stop,type,population
"Ettingen, Holle",Bus,0
"Ettingen, Oberdorf",Bus,0
"Ettingen, Bahnhof",Bus,0
"Ettingen, Lebernweg",Bus,0
"Aesch BL, Schürhof",Bus,0
"Aesch BL, Sportanl Löhrenacker",Bus,0
"Aesch BL, Neumatt",Bus,0
"Aesch BL, Dorf (Bus)",Bus,0
"Aesch BL, Bahnhof",Bus,0
"Füllinsdorf, Obere Hofackerstr",Bus,0
"Füllinsdorf, Rössliplatz",Bus,0
"Füllinsdorf, Giebenacherstr.",Bus,0
"Füllinsdorf, Friedhofweg",Bus,0
"Füllinsdorf, Niederschönthal",Bus,0
"Füllinsdorf, Mühlematt",Bus,0
"Frenkendorf-Füllinsdorf,Bahnho",Bus,0
"Liestal, Fraumatt",Bus,0
"Füllinsdorf, Schönthal",Bus,0
"Frenkendorf, Mühlacker",Bus,0
"Frenkendorf, Bächliacker",Bus,0
"Liestal, Ringwald",Bus,0
"Füllinsdorf, Ebene",Bus,0
"Liestal, Industriestrasse",Bus,0
"Frenkendorf, Dorfplatz",Bus,0
"Frenkendorf, Friedhof",Bus,0
"Frenkendorf, Schule Egg",Bus,0
"Liestal, Munzach",Bus,0
"Liestal, Radacker",Bus,0
"Pratteln, Krummeneich",Bus,0
"Pratteln, Münchacker",Bus,0
"Pratteln, Gehrenacker",Bus,0
"Pratteln, Tram",Bus,0
"Pratteln, Bahnhofstrasse",Bus,0
"Pratteln, Rührbergweg",Bus,0
"Pratteln, Altersheim",Bus,0
"Pratteln, Schloss",Bus,0
"Pratteln, Zentrum Grüssen",Bus,0
"Pratteln, Rosenmatt",Bus,0
"Pratteln, Schmittiplatz",Bus,0
"Pratteln, Breiti",Bus,0
"Pratteln, Aegelmatt",Bus,0
"Pratteln, Meierhofweg",Bus,0
"Pratteln, Rütscheten",Bus,0
"Pratteln, Chästeli",Bus,0
"Pratteln, Friedhof Blözen",Bus,0
"Hersberg, Schützen",Bus,0
"Liestal, Windenthal",Bus,0
"Liestal, Leisenberg",Bus,0
"Liestal, im Rank",Bus,0
"Liestal, äussere Arisdörferstr",Bus,0
"Pratteln, Lindli",Bus,0
Lugano,Train,62866
Giubiasco,Train,8663
Castione-Arbedo,Train,-1
Airolo,Train,1500
Locarno,Train,15823
Brunnen,Train,-1
Erstfeld,Train,3681
Altdorf,Train,-1
Sisikon,Train,369
Göschenen,Train,427
Faido,Train,2883
Bodio TI,Train,0
Walchwil Hörndli,Train,-1
Sattel-Aegeri,Train,1901
Merlischachen,Train,-1
Biberegg,Train,-1
Altmatt,Train,-1
Biberbrugg,Train,-1
"Riehen, Bahnübergang",Bus,0
"Riehen, Bahnhof",Bus,0
"Riehen, Mühlestieg",Bus,0
"Riehen, Schmiedgasse",Bus,0
"Riehen, Bettingerstrasse",Bus,0
"Riehen, Martinsrain",Bus,0
"Riehen, Lachenweg",Bus,0
"Riehen, Webergässchen",Bus,0
"Riehen, Gemeindespital",Bus,0
"Riehen, Hinter Gärten",Bus,0
"Riehen, Mohrhaldenstrasse",Bus,0
"Riehen, Dorf",Bus,0
"Riehen, Wenkenhof",Bus,0
"Riehen, Steingrubenweg",Bus,0
"Riehen, Hohlweg",Bus,0
"Riehen, Hungerbachhalde",Bus,0
"Riehen, Humanitas",Bus,0
"Riehen, Rotengraben",Bus,0
"Riehen, Talmattstrasse",Bus,0
"Riehen, Am Hang",Bus,0
"Bettingen, Bückenweg",Bus,0
"Bettingen, Dorf",Bus,0
"Bettingen, Mennweg",Bus,0
"Bettingen, Altes Zollhaus",Bus,0
"Riehen, Dominikushaus",Bus,0
"Riehen, Dinkelbergstrasse",Bus,0
"Bettingen, Chrischonaklinik",Bus,0
"Bettingen, St. Chrischona",Bus,0
"Bettingen, Diakonissenhaus",Bus,0
"Riehen, Tiefweg",Bus,0
"Riehen, In der Au",Bus,0
"Riehen, Inzlinger Zoll",Bus,0
"Grenzach, Seidenweg (D)",Bus,0
"Grenzach, Sparkasse (D)",Bus,0
"Grenzach (D), Turnhalle",Bus,0
"Grenzach (D), Gleusen",Bus,0
"Wyhlen, Schulzentrum",Bus,0
"Wyhlen, Hutmattenstrasse",Bus,0
"Wyhlen, Hebelschule",Bus,0
"Wyhlen, Engeltal",Bus,0
"Wyhlen, Siedlung",Bus,0
"Riehen, Chrischonaweg",Bus,0
"Riehen, Auf dem Rücken",Bus,0
"Riehen, Haidweg",Bus,0
"Riehen, Moosrain",Bus,0
Basel EuroAirport,Bus,0
"Basel EuroAirport, Verwaltung",Bus,0
"Basel EuroAirport, Cargo",Bus,0
Zell (Wiesental),Train,-1
Hausen-Raitbach,Train,-1
Fahrnau,Train,-1
Schopfheim-Schlattholz,Train,-1
Schopfheim,Train,-1
Schopfheim-West,Train,-1
Steinen (D),Train,-1
Schopfheim West,Train,-1
Maulburg,Train,-1
Lörrach Brombach/Hauingen,Train,-1
Lörrach Haagen/Messe,Train,-1
Lörrach Schwarzwaldstrasse,Train,-1
Lörrach Hbf,Train,0
Lörrach Museum/Burghof,Train,-1
Lörrach-Stetten,Train,-1
Lörrach Dammstrasse,Train,-1
Riehen,Train,20466
Weil am Rhein-Ost,Train,-1
Weil am Rhein,Train,-1
Weil am Rhein Pfädlistrasse,Train,-1
Müllheim (Baden),Train,2907
Weil am Rhein Gartenstadt,Train,-1
Haltingen,Train,-1
Efringen-Kirchen,Train,-1
"Erlach, Post",Bus,0
"Erlach, Sekundarschule",Bus,0
"Erlach, unter den Halden",Bus,0
"Erlach, Gostel",Bus,0
"Ins, Dorf",Bus,0
"Vinelz, Strand",Bus,0
"Gals, Neuhaus",Bus,0
"Ins, West",Bus,0
"Mullen, Dorf",Bus,0
"Müntschemier, Dorf",Bus,0
"Ins, Bahnhof",Bus,0
"Brüttelen, Bahnhofstrasse",Bus,0
"Vinelz, Post",Bus,0
"Lüscherz, Riedmatte",Bus,0
"Vinelz, Flachsern",Bus,0
"Lüscherz, Dorf",Bus,0
"Lüscherz, Post",Bus,0
"Lüscherz, Bahnhof",Bus,0
"Hagneck, Bahnhof",Bus,0
"Täuffelen, Bahnhof",Bus,0
St. Johannsen,Bus,0
"Gals, Dorf",Bus,0
"Le Landeron, Vieille-Ville",Bus,0
"Gals, Gemeindehaus",Bus,0
"Gals, Bethlehem",Bus,0
"Gampelen, West",Bus,0
"Gampelen, Dorf",Bus,0
"Le Landeron, gare",Bus,0
"La Neuveville, poste",Bus,0
"Le Landeron, Bellevue",Bus,0
"Le Landeron, Montet-Dessus",Bus,0
"Le Landeron, centre",Bus,0
"Le Landeron, zone industrielle",Bus,0
"Ligerz, Bahnhof",Bus,0
"La Neuveville, collège",Bus,0
"La Neuveville, Les Moulins",Bus,0
"La Neuveville, Ruis de Vaux",Bus,0
"Le Landeron, bif. sur Frochaux",Bus,0
"Cressier NE, gare",Bus,0
"Twann, Bahnhof",Bus,0
"La Neuveville, Château",Bus,0
"Gampelen, Gürle",Bus,0
"Ins, Brennerei",Bus,0
"Tschugg, Matte",Bus,0
"Tschugg, Klinik",Bus,0
"Tschugg, Post",Bus,0
"Kerzers, Bahnhof",Bus,0
"Sugiez, gare",Bus,0
"Ins, Witzwil",Bus,0
"Murten, Löwenberg Stöckli",Bus,0
"Sugiez, poste",Bus,0
"Galmiz, Käserei",Bus,0
"Cudrefin, La Sauge",Bus,0
"Seftigen, Bahnhof",Bus,0
"Burgistein, Bahnhof",Bus,0
"Gurzelen, Kreuz",Bus,0
"Uttigen, Bahnhof",Bus,0
"Gurzelen, Gürbmatt",Bus,0
"Lohnstorf, Dorf",Bus,0
"Gurzelen, Schulhaus",Bus,0
"Wattenwil, Rössli",Bus,0
"Wattenwil, Bären",Bus,0
"Forst b. Längenbühl, Käserei",Bus,0
"Wattenwil, Postgasse",Bus,0
"Forst b. Längenbühl, Tell",Bus,0
"Wattenwil, Ey",Bus,0
"Wattenwil, Pflegeheim",Bus,0
"Wattenwil, Hof",Bus,0
"Wattenwil, Stockern",Bus,0
"Wattenwil, Lischen",Bus,0
"Burgistein, Hohlenwegen",Bus,0
"Wattenwil, Alpenblick",Bus,0
"Wattenwil, Mettlen",Bus,0
"Blumenstein, Bad",Bus,0
"Längenbühl, Bach",Bus,0
"Blumenstein, Dorf",Bus,0
"Blumenstein, Post",Bus,0
"Blumenstein, Lochmannsbühl",Bus,0
"Blumenstein, Gemeindehaus",Bus,0
"Cudrefin, camping",Bus,0
"Riedtwil, Mittlerer Kasten",Bus,0
"Riedtwil, Bahnhof",Bus,0
"Wynigen, Oberer Kasten",Bus,0
"Riedtwil, Schulhaus",Bus,0
"Wynigen, Grüttermatt",Bus,0
"Hermiswil, Brücke",Bus,0
"Grasswil, Sonne",Bus,0
"Grasswil, Regenhalden",Bus,0
"Grasswil, Post",Bus,0
"Grasswil, Oberdorf",Bus,0
"Seeberg BE, Stalderhof",Bus,0
"Seeberg BE, Schlüssel",Bus,0
"Hellsau, Dorfmitte",Bus,0
"Oberönz, Kreuzstr.-Burgäschi",Bus,0
"Höchstetten, Post",Bus,0
"Oberönz, Moos",Bus,0
"Oberönz, Kreuz",Bus,0
"Herzogenbuchsee, Bahnhof",Bus,0
"Herzogenbuchsee, Bernstrasse",Bus,0
"Niederönz, Eggen",Bus,0
"Herzogenbuchsee, Sonnenplatz",Bus,0
"Herzogenbuchsee, Jurablick",Bus,0
"Kirchberg BE, Wydenhof",Bus,0
"Niederönz, Hirschen",Bus,0
"Wanzwil, Post",Bus,0
"Bollodingen, Dorf",Bus,0
"Niederönz, Post",Bus,0
"Aeschi SO, Ost",Bus,0
"Bollodingen, Hegen",Bus,0
"Herzogenbuchsee, Friedhof",Bus,0
"Kirchberg-Alchenflüh, Bahnhof",Bus,0
"Aefligen, Gemeindehaus",Bus,0
Utzenstorf,Bus,0
"Röthenbach b. H., Rest. Post",Bus,0
"Röthenbach b. H., Chrump",Bus,0
"Heimenhausen, Post",Bus,0
"Wynigen, Bahnhof",Bus,0
"Burgdorf, Bahnhof",Bus,0
"Alchenstorf, Wil",Bus,0
"Lyssach, Kreuz",Bus,0
"Burgdorf, Aebistrasse",Bus,0
"Burgdorf, Kornhaus",Bus,0
"Burgdorf, Poststrasse",Bus,0
"Lyssach, Bahnhof",Bus,0
"Burgdorf, City",Bus,0
"Alchenstorf, Oberalchenstorf",Bus,0
"Aeschi SO, Dorf",Bus,0
"Gümmenen, Bahnhof",Bus,0
"Rizenbach, Ofenhausstrasse",Bus,0
"Gümmenen, Dorf",Bus,0
Kleingümmenen,Bus,0
"Gurbrü, Dorf",Bus,0
"Rizenbach, Lerchenhubel",Bus,0
"Mühleberg, Post",Bus,0
Laupenau,Bus,0
"Kerzers, Käserei",Bus,0
"Biberen, Bernstrasse",Bus,0
"Gempenach, Dorf",Bus,0
"Ulmiz FR, Bauernhof",Bus,0
"Ulmiz FR, Abzw. Lurtigen",Bus,0
"Büchslen, Eintracht",Bus,0
"Gempenach, Schoren",Bus,0
"Ulmiz FR, Ausserdorf",Bus,0
"Lurtigen, Dorf",Bus,0
"Ulmiz FR, Dorf",Bus,0
"Salvenach, Wilerstrasse",Bus,0
"Münchenwiler, Salvenachstrasse",Bus,0
"Münchenwiler, Bahnhof",Bus,0
"Murten, Neugut",Bus,0
"Meyriez, Hôpital",Bus,0
"Courgevaux, village",Bus,0
"Murten, Orientierungsschule",Bus,0
"Murten, Bahnhof",Bus,0
"Murten, Merlachfeld",Bus,0
"Courlevon, Dorf",Bus,0
"Murten, Bernstrasse",Bus,0
"Murten, Hafen",Bus,0
"Murten, Schwimmbad",Bus,0
"Murten, Museum",Bus,0
"Murten, Combette",Bus,0
"Muntelier, Raffort",Bus,0
"Muntelier, Schloss",Bus,0
"Zwieselberg, Hani",Bus,0
"Reutigen, Hani",Bus,0
"Zwieselberg, Glütsch",Bus,0
"Reutigen, Viehschauplatz",Bus,0
"Reutigen, Dorf",Bus,0
"Reutigen, Kapf",Bus,0
"Wimmis, Brodhüsi",Bus,0
"Wimmis, Bahnhof",Bus,0
"Wimmis, Bachtele",Bus,0
"Wimmis, Dorf",Bus,0
"Oey-Diemtigen, Bahnhof",Bus,0
"Latterbach, Dorf",Bus,0
"Oey, Marktplatz",Bus,0
"Gammen, Gammenrain",Bus,0
"Gammen, Schulhaus",Bus,0
"Kriechenwil, Schulhaus",Bus,0
"Kriechenwil, Oberdorf",Bus,0
"Laupen BE, Schützenstrasse",Bus,0
"Laupen BE, Betagtenzentrum",Bus,0
"Laupen BE, Poly-Areal",Bus,0
"Laupen BE, Bahnhof",Bus,0
"Bösingen, Abzw. Tuftera",Bus,0
"Neuenegg, Louelemoos",Bus,0
"Bösingen, Dorf",Bus,0
"Neuenegg, Bahnhof",Bus,0
"Riggisberg, Post",Bus,0
"Riggisberg, Otzenbach",Bus,0
"Rüti b. R'berg, Unterplötsch",Bus,0
"Riggisberg, Abegg-Stiftung",Bus,0
"Burgistein, Elbschen",Bus,0
"Riggisberg, Spital",Bus,0
"Riggisberg, Graben",Bus,0
"Riggisberg, Beissern",Bus,0
"Rüti b. R'berg, Plötsch",Bus,0
"Burgistein, Weier",Bus,0
"Riggisberg, Hasli",Bus,0
"Mühlethurnen, Pontel",Bus,0
"Kirchenthurnen, Mösli",Bus,0
"Burgistein, Badersmaad",Bus,0
"Wattenwil, Grundbach",Bus,0
"Mühleberg, Steinriesel",Bus,0
"Mühleberg, Dorf",Bus,0
Heggidorn,Bus,0
"Mühleberg, Säge",Bus,0
"Gümmenen, Stutz",Bus,0
"Mühleberg, Dällenbach",Bus,0
"Frauenkappelen, Längägerten",Bus,0
Leimere b. Mühleberg,Bus,0
Buttenried,Bus,0
Trüllern bei Mühleberg,Bus,0
Mauss,Bus,0
"Allenlüften, Dorf",Bus,0
Zilacher b. Rosshäusern,Bus,0
"Frauenkappelen, Chrummacher",Bus,0
Brünnemoos b. Rosshäusern,Bus,0
"Rosshäusern, Bahnhof",Bus,0
"Fuchsenried, Mühlebergwerk",Bus,0
Oberei b. Mühleberg,Bus,0
"Uetendorf, Stiftung U.-Berg",Bus,0
"Gurzelen, Obergurzelen",Bus,0
"Uetendorf, Schürhus",Bus,0
"Uetendorf, Bergschulhaus",Bus,0
"Uetendorf, Buchshalte",Bus,0
"Frauenkappelen, Hübeli",Bus,0
"Frauenkappelen, Post",Bus,0
"Frauenkappelen, Chrüzhubel",Bus,0
"Riedbach, Bahnhof",Bus,0
"Wangen an der Aare, Bahnhof",Bus,0
"Wangen a.d. Aare, Unterführung",Bus,0
"Wangen a.d.Aare, Aarenbrücke",Bus,0
"Deitingen, Feuerwehrmagazin",Bus,0
"Wangen a.d.Aare, Zytglogge",Bus,0
"Walliswil b. Wangen, Seilerei",Bus,0
"Wangenried, Unterdorf",Bus,0
"Röthenbach b. H., Schützenhaus",Bus,0
"Niederbipp, Braui-Kreisel",Bus,0
"Wiedlisbach, Wangenstrasse",Bus,0
"Derendingen, Freiheit",Bus,0
"Oberbipp, Eintracht",Bus,0
"Attiswil, Post",Bus,0
"Wiedlisbach, Kirchgasse",Bus,0
"Wiedlisbach, Bahnhof",Bus,0
"Flumenthal, Post",Bus,0
"Wiedlisbach, Stockrain",Bus,0
"Wiedlisbach, Pflegeheim",Bus,0
"Walliswil b. Wangen, Post",Bus,0
"Wangenried, Linde",Bus,0
"Röthenbach b. H., Post",Bus,0
"Wangenried, Sägerei",Bus,0
"Rumisberg, Bären",Bus,0
"Rumisberg, Weissacker",Bus,0
"Wolfisberg, Alpenblick",Bus,0
"Rumisberg, Schoren",Bus,0
"Wolfisberg, Schulhaus",Bus,0
"Farnern, Jura",Bus,0
Brig,Train,-1
Spiez,Train,12524
Visp,Train,7565
Domodossola (I),Train,-1
Lalden,Train,658
Iselle di Trasquera,Train,-1
Goppenstein,Train,-1
Thun,Train,42640
Interlaken West,Train,5563
Wimmis,Train,2433
Mülenen,Train,-1
Lattigen bei Spiez,Train,-1
Leissigen,Train,1015
Faulensee,Train,-1
Frutigen,Train,6798
Boltigen,Train,1282
Eyholz,Train,-1
Stalden-Saas,Train,-1
Leuk,Train,3881
Sierre/Siders,Train,16558
Raron,Train,1907
Masera,Train,-1
Villadossola,Bus,0
Milano Centrale,Train,-1
Preglia,Train,-1
Varzo,Train,-1
Eggerberg,Train,340
Martigny,Train,17588
St-Léonard,Train,-1
"Gondo, Post",Bus,0
Kandersteg,Train,1254
Hohtenn,Train,-1
Brig Bahnhofplatz,Train,-1
Kalpetran,Train,-1
Turtmann,Train,-1
Salgesch,Train,1456
Gampel-Steg,Train,-1
Reichenbach im Kandertal,Train,3546
Blausee-Mitholz,Train,-1
Münsingen,Train,11828
Uttigen,Train,1931
Interlaken Ost,Train,5563
Därligen,Train,429
Oey-Diemtigen,Train,2169
Burgholz,Train,-1
Eifeld,Train,-1
Zweisimmen,Train,2972
Weissenbach,Train,-1
Erlenbach im Simmental,Train,1693
Enge im Simmental,Train,-1
Oberwil im Simmental,Train,779
Wichtrach,Train,4190
Rubigen,Train,2943
Gümligen,Train,-1
Kiesen,Train,931
Ringgenberg,Bus,0
Brienz,Bus,0
Oberried am Brienzersee,Bus,0
Niederried,Bus,0
Wilderswil,Bus,0
Brienz West,Bus,0
Brienzwiler,Train,486
Meiringen,Train,4599
Ebligen,Bus,0
Zweilütschinen,Bus,0
Rotenegg,Train,-1
"Domodossola, Stazione",Bus,0
Pontetto di Montecrestese,Bus,0
Croppo di Trontano,Bus,0
Montecrestese,Bus,0
Roldo,Bus,0
Trontano,Train,-1
Creggio,Train,-1
"Pallanzeno, stazione",Bus,0
Piedimulera,Bus,0
Monza,Train,-1
Milano Greco Pirelli,Train,-1
Venezia S. Lucia,Train,-1
Werthenstein,Train,1994
Entlebuch,Train,3314
Wolhusen Weid,Train,-1
Schüpfheim,Train,4118
Hasle LU,Train,1713
Menznau,Train,2849
Willisau,Train,7652
Gettnau,Train,1105
Zell,Train,-1
Hüswil,Train,-1
Huttwil,Train,4749
Rohrbach,Train,1416
Kleindietwil,Train,-1
Lindenholz,Train,-1
Madiswil,Train,3181
Gutenburg,Train,-1
Mittelhäusern,Train,-1
Schwarzwasserbrücke,Train,-1
Lanzenhäusern,Train,-1
Schwarzenburg,Train,6778
Worb SBB,Train,11202
Konolfingen,Train,5128
Tägertschi,Train,396
"Aeschi b. Spiez, Post",Bus,0
"Aeschi b. Spiez, Adelmatt",Bus,0
"Aeschi b. Spiez, Alleestrasse",Bus,0
"Aeschi b. Spiez, Mustermattli",Bus,0
"Aeschi b. Spiez, Niederdorf",Bus,0
"Mülenen, Suldbrücke",Bus,0
"Aeschi b. Spiez, Hundbüel",Bus,0
"Aeschi b. Spiez, Längenboden",Bus,0
"Aeschi b. Spiez, Friedegg",Bus,0
"Aeschi b. Spiez, Lengmattli",Bus,0
"Krattigen, Stuhlegg",Bus,0
"Krattigen, Post",Bus,0
"Krattigen, Dorf",Bus,0
"Krattigen, Kirche",Bus,0
"Krattigen, Tschuppen",Bus,0
"Spiez, Höhe",Bus,0
"Krattigen, Oertlimatt",Bus,0
"Spiez, Altersheim",Bus,0
"Spiez, Eigen",Bus,0
"Spiez, Aeschiweg",Bus,0
"Spiez, Leimern",Bus,0
"Spiez, Niesenbrücke",Bus,0
"Spiez, Bahnhof",Bus,0
"Spiez, Doren",Bus,0
"Spiez, Lötschbergplatz",Bus,0
"Spiez, Kapellenstrasse",Bus,0
"Spiez, Oberlandstrasse",Bus,0
"Spiez, Kronenplatz",Bus,0
"Spiez, Spiezmoos",Bus,0
"Spiez, Krone",Bus,0
"Spiez, Sibirienkurve",Bus,0
"Spiezwiler, Neumatte",Bus,0
"Spiez, Bürgstrasse",Bus,0
"Spiez, Des Alpes",Bus,0
"Spiez, Rütti",Bus,0
"Spiez, Kreuz",Bus,0
"Aeschiried, Schulhaus",Bus,0
"Aeschiried, untere Allmi",Bus,0
"Aeschiried, Kapelle",Bus,0
"Aeschiried, Staldeweid",Bus,0
"Aeschiried, Chemihütte",Bus,0
"Aeschiried, Ebenen",Bus,0
"Aeschi b. Spiez, Wachthubel",Bus,0
"Helgisried-Rohrbach, Post",Bus,0
"Helgisried, Lauimatt",Bus,0
"Helgisried-Rohrbach, Säge",Bus,0
"Rohrbach b. Riggisberg,Schulh.",Bus,0
"Rüeggisberg, Post",Bus,0
"Wislisau, Wirtschaft",Bus,0
"Fultigen, Abzw.",Bus,0
"Rüeggisberg, Gemeindehaus",Bus,0
"Schwarzenburg, Bahnhof",Bus,0
"Schwarzenburg, Freiburgstrasse",Bus,0
"Schwarzenburg, Milkenstrasse",Bus,0
"Schwarzenburg, Thunstrasse",Bus,0
"Schwarzenburg, Häusern",Bus,0
"Riffenmatt, Kreuzung",Bus,0
"Schwarzenburg, Schloss",Bus,0
"Schwarzenburg, Pöschen",Bus,0
"Schwarzenburg, Zelg",Bus,0
"Mamishaus, Schönentannen",Bus,0
"Lanzenhäusern, Bahnhof",Bus,0
"Riffenmatt, Giebel",Bus,0
"Riffenmatt, Schwendi",Bus,0
"Rüschegg Schwarzenbühl,Kurhaus",Bus,0
"Schwarzenburg, Brüllen",Bus,0
"Mamishaus, Hostatt",Bus,0
"Mamishaus, Dorf",Bus,0
"Mamishaus, Abzw. Borbezried",Bus,0
"Rüschegg Graben, Kreuzung",Bus,0
"Mamishaus, Wengerli",Bus,0
"Mamishaus, Wyden",Bus,0
"Rüschegg Gambach, Bärenwart",Bus,0
"Rüschegg Gambach, Dorf",Bus,0
"Rüschegg Gambach, Hirschhorn",Bus,0
"Rüschegg Gambach, Linde",Bus,0
"Rüschegg Heubach, Längenboden",Bus,0
"Rüschegg Heubach, Post",Bus,0
"Rüschegg Graben, Rütiplötsch",Bus,0
"Schwarzenburg, Waldgasse",Bus,0
"Schwarzenburg, Büblern",Bus,0
"Riedstätt, ob dem Wald",Bus,0
"Riedstätt, Post",Bus,0
"Guggisberg, Kalchstätten",Bus,0
"Guggisberg, Kirchhalten",Bus,0
"Kalchstätten, Eigen",Bus,0
"Guggisberg, Sand",Bus,0
"Guggisberg, Multernboden",Bus,0
"Guggisberg, Post",Bus,0
"Riffenmatt, Neuenmatt",Bus,0
"Rüschegg Süfternen, Kreuzung",Bus,0
"Milken, Steinern",Bus,0
"Milken, Dorf",Bus,0
"Milken, Zumholz",Bus,0
"Milken, Hofland",Bus,0
"Guggisberg, Gehlismatt",Bus,0
"Zumholz, Guggersbachbrücke",Bus,0
"Hirschmatt (Guggisberg),Schule",Bus,0
"Zumholz, Abzweigung",Bus,0
"Hirschmatt (Guggisberg), Fall",Bus,0
"Hirschmatt (Guggisberg), Allme",Bus,0
"Riedacker BE, Schulhaus",Bus,0
"Gurnigel, Gantrischhütte",Bus,0
"Gurnigel, Stierenhütte",Bus,0
"Gurnigel, Berghaus",Bus,0
"Gurnigel, Wasserscheide",Bus,0
Oberer Gurnigel,Bus,0
Schwefelberg Bad,Bus,0
"Sangernboden, Hengstsense",Bus,0
"Aeschi b. Spiez, Hasleren",Bus,0
"Hondrich, Bühlen",Bus,0
"Hondrich, Schulhaus",Bus,0
"Spiezwiler, Stegweide",Bus,0
"Hondrich, Byfang",Bus,0
Aeusseres Emdthal,Bus,0
"Spiezwiler, Rössli",Bus,0
"Hondrich, Stutz",Bus,0
"Emdthal, Dorf",Bus,0
"Spiezwiler, Schulhaus",Bus,0
"Spiez, Sodmatte",Bus,0
"Spiez, Eden Hotel",Bus,0
"Spiez, Schachen",Bus,0
"Spiez, Längmaad",Bus,0
Scherliau,Bus,0
"Oberscherli, Leimen",Bus,0
"Oberbalm, Dorf",Bus,0
"Oberbalm, Bach",Bus,0
"Niedermuhlern, Bachmühle",Bus,0
"Niedermuhlern, Baumgärtli",Bus,0
"Niedermuhlern, Käserei",Bus,0
"Bütschel, Abzw.",Bus,0
"Zimmerwald, Budelkehr",Bus,0
"Bütschel, Gschneit",Bus,0
Oberbütschel,Bus,0
"Rüeggisberg, Than",Bus,0
"Rüeggisberg, Mättiwil",Bus,0
"Vorderfultigen, Abzw. Egg",Bus,0
"Rüeggisberg, Tromwil",Bus,0
"Vorderfultigen, Käserei",Bus,0
"Zimmerwald, Kirche",Bus,0
"Lotzwil, Unterdorf",Bus,0
"Langenthal, Rumimatte",Bus,0
"Langenthal, Schwimmbad",Bus,0
"Langenthal, Blumenstrasse",Bus,0
"Langenthal, Mittelstrasse",Bus,0
"Langenthal, Löwenplatz",Bus,0
"Langenthal, Bleichestrasse",Bus,0
"Langenthal, Tell/Kantonalbank",Bus,0
"Langenthal, Neuhüsli",Bus,0
"Langenthal, Wiesenstrasse",Bus,0
"Langenthal, Rössli",Bus,0
"Langenthal, Passhöchi",Bus,0
"Langenthal, Bahnhof",Bus,0
"Langenthal, Neuhof",Bus,0
"Langenthal, Spital",Bus,0
"Langenthal, Elzweg",Bus,0
"Langenthal, Zelgli",Bus,0
"Langenthal, Lindenhof",Bus,0
"Langenthal, Zelgligasse",Bus,0
"Langenthal, Hardau",Bus,0
"Langenthal, Bäregg",Bus,0
"Langenthal, Dreilinden",Bus,0
"Langenthal, Schorenstrasse",Bus,0
"Langenthal, Schoren-Ochsen",Bus,0
"Langenthal, Nencki",Bus,0
"Langenthal, Schulen Hard",Bus,0
"Spiez, Schiffstation",Bus,0
"Spiez, Parkplatz Regez",Bus,0
"Faulensee, Möve",Bus,0
"Faulensee, Am See",Bus,0
"Leissigen, Bahnhof",Bus,0
"Faulensee, Angernstrasse",Bus,0
"Faulensee, Dorf",Bus,0
"Leissigen, Schulhaus",Bus,0
"Faulensee, Oberdorf",Bus,0
"Spiez, Grueb",Bus,0
"Mülenen, Chappelegand",Bus,0
"Emdthal, Bad Heustrich",Bus,0
"Reichenbach i. K., Bahnhof",Bus,0
"Mülenen, Bahnhof",Bus,0
"Reichenbach i. K., Reudlen",Bus,0
"Reichenbach i. K., Bären",Bus,0
"Reichenbach i. K., Müli",Bus,0
"Aeschiried, Suld Pochtenfall",Bus,0
"Aeschiried, Fuchsgraben",Bus,0
"Bolken, Dorf",Bus,0
"Etziken, Dorf",Bus,0
"Inkwil, Bahnhof",Bus,0
"Aeschi SO, Kirche",Bus,0
"Aeschi SO, Bolkenstrasse",Bus,0
Hüniken,Bus,0
"Etziken, Mehrzweckhalle",Bus,0
"Etziken, Industrie",Bus,0
"Inkwil, Dorf",Bus,0
"Winistorf, Mösli",Bus,0
"Wangenried, Schule",Bus,0
"Heimenhausen, Riedgasse",Bus,0
"Hersiwil, Dorf",Bus,0
"Winistorf, Dorf",Bus,0
Burgäschi,Bus,0
Worb Dorf,Train,11202
Worbboden,Train,-1
Langenloh,Bus,0
"Worb Dorf, Bahnhof",Bus,0
Vechigen,Train,5158
Rüfenacht,Bus,0
"Worb, Mühlestrasse",Bus,0
"Worb, Toggenburg",Bus,0
"Biglen, Bahnhof",Bus,0
"Worb Dorf, Bahnhofstrasse",Bus,0
Boll-Utzigen,Train,-1
Stettlen,Train,3097
Deisswil,Train,-1
"Stettlen, Linde",Bus,0
"Boll-Utzigen, Bahnhof",Bus,0
"Deisswil, Ziegelhüsi",Bus,0
"Les Prés-d'Orvin, Le Grillon",Bus,0
"Les Prés-d'Orvin, Bellevue",Bus,0
"Les Prés-d'Orvin, Ch. Cernils",Bus,0
"Vauffelin, Dynamic Test Center",Bus,0
"Vauffelin, poste",Bus,0
"Vauffelin, Les Oeuches",Bus,0
"Vauffelin, Route de Plagne",Bus,0
"Vauffelin, Champs-Verlets",Bus,0
"Plagne, bas du village",Bus,0
Romont BE,Bus,0
"Romont BE, rte de Vauffelin",Bus,0
"Plagne, place du Cerf",Bus,0
"Meinisberg, Rütti",Bus,0
"Meinisberg, Unterdorf",Bus,0
"Büren an der Aare, Bahnhof",Bus,0
"Meinisberg, Rosenweg",Bus,0
"Lengnau BE, Industrie",Bus,0
"Meinisberg, Dorfplatz",Bus,0
