,stop,type
10939,"Boningen, Hausenmühli",Bus
10940,"Fulenbach, Aaretränke",Bus
10941,"Fulenbach, Boningerstrasse",Bus
10942,"Fulenbach, Höchi",Bus
10943,"Fulenbach, Altes Schulhaus",Bus
10944,"Fulenbach, Oberdorf",Bus
10945,"Egerkingen, Ramelen",Bus
10946,"Hägendorf, Solothurnerstrasse",Bus
10947,"Egerkingen, Bielgraben",Bus
10948,"Egerkingen, Gäu Park",Bus
10949,"Hägendorf, Bahnhof",Bus
10950,"Hägendorf, Teufelsschlucht",Bus
10951,"Hägendorf, Bodenmatt",Bus
10952,"Hägendorf, Gässli",Bus
10953,"Hägendorf, Halbrüti",Bus
10954,"Egerkingen, Thalrich",Bus
10955,"Härkingen, Altgraben",Bus
10956,"Härkingen, Pfannenstiel",Bus
10957,"Oberbuchsiten, Bahnhof",Bus
10958,"Niederbuchsiten, Sonne",Bus
10959,"Olten, Hammer BOGG",Bus
10960,"Olten, Solothurnerstrasse",Bus
10961,"Olten, Blumenweg",Bus
10962,"Olten, Schützenmatte",Bus
10963,"Oensingen, Bahnhof Süd",Bus
10964,"Oensingen, Kreisschule",Bus
10965,"Oensingen, Jurastrasse",Bus
10966,"Kestenholz, Dörfli",Bus
10967,"Kestenholz, Kastanienbaum",Bus
10968,"Kappel SO, Kreuz",Bus
10969,"Hägendorf, Schulhaus",Bus
10970,"Hägendorf, Nellen",Bus
10971,"Wangen b. Olten, Neuhüsli",Bus
10972,"Wangen b. Olten, Am Kreuzbach",Bus
10973,"Matzendorf, Horngraben",Bus
10974,"Aedermannsdorf, Staatsstrasse",Bus
10975,"Herbetswil, Dorf",Bus
10976,"Matzendorf, Schulen",Bus
10977,"Aedermannsdorf, Dorfplatz",Bus
10978,"Welschenrohr, Post",Bus
10979,"Herbetswil, Vorderer Brandberg",Bus
10980,"Herbetswil, Vorderer Hammer",Bus
10981,"Welschenrohr, Lochboden",Bus
10982,"Welschenrohr, Unterdorf",Bus
10983,"Welschenrohr, Hinterdorf",Bus
10984,"Herbetswil, Untere Tannmatt",Bus
10985,"Herbetswil, Hinterer Hammer",Bus
10986,"Herbetswil, Tannmatt",Bus
10987,"Herbetswil, Wolfsschlucht",Bus
10988,"Welschenrohr, Rotschihaus",Bus
10989,"Gänsbrunnen, Bahnhof",Bus
10990,"Gänsbrunnen, St. Josef",Bus
10991,"Gänsbrunnen, Wirtshof",Bus
10992,"Gänsbrunnen, Hasenmattweg",Bus
10993,"Welschenrohr, Brisenmatt",Bus
10994,"Welschenrohr, Abzw. Malsenhof",Bus
10995,"Laupersdorf, Stierenberg",Bus
10996,"Laupersdorf, Alpenblick",Bus
10997,"Herbetswil, Mieschegg",Bus
10998,"Herbetswil, Hinterer Brandberg",Bus
10999,Steinhof SO,Bus
11000,Heinrichswil,Bus
11001,"Subingen, Schulzentrum",Bus
11002,"Horriwil, Oberdorf",Bus
11003,"Subingen, Bahnhof",Bus
11004,"Subingen, Dorf",Bus
11005,"Derendingen, Oberstufenzentrum",Bus
11006,"Subingen, Kirche",Bus
11007,"Selzach, Bäriswil",Bus
11008,"Gerlafingen, Eisenhammer",Bus
11009,"Wiler, Bahnhof",Bus
11010,St. Niklaus SO,Bus
11011,"Rüttenen, Endhalt",Bus
11012,"Gretzenbach, Weid",Bus
11013,"Gretzenbach, Grabacker",Bus
11014,"Däniken, Post",Bus
11015,"Gretzenbach, Staldenacker",Bus
11016,"Gretzenbach, Pfarrmatt",Bus
11017,"Dulliken, Bahnhof",Bus
11018,"Däniken, Oberdorf",Bus
11019,"Däniken, Bahnhof",Bus
11020,"Däniken, Unterdorf",Bus
11021,"Däniken, Aarefeld",Bus
11022,"Schönenwerd SO, Zentrum",Bus
11023,"Gretzenbach, Bielacker",Bus
11024,"Schönenwerd SO, Kreuzackerstr.",Bus
11025,"Schönenwerd SO, Tannheim",Bus
11026,"Schönenwerd SO, Baumstrasse",Bus
11027,"Niedergösgen, Jurastrasse",Bus
11028,"Schönenwerd SO, Bahnhof",Bus
11029,"Schönenwerd SO, Lochmatt",Bus
11030,Wöschnau,Bus
11031,"Schönenwerd SO, Schachenstrass",Bus
11032,"Niedergösgen, Falkenstein",Bus
11033,"Schönenwerd SO,Schenker Storen",Bus
11034,"Altreu, Nord",Bus
11035,"Altreu, Mitte",Bus
11036,"Grenchen, Alpenstrasse",Bus
11037,"Grenchen, Sunnepark Nord",Bus
11038,"Grenchen, M. Schürer-Strasse",Bus
11039,"Grenchen, Lingeriz 60",Bus
11040,"Solothurn, Hubelmatt",Bus
11041,"Zuchwil, Martinshof",Bus
11042,"Zuchwil, Zentrum",Bus
11043,"Zuchwil, Sportzentrum",Bus
11044,"Luterbach, Bahnhof Nordseite",Bus
11045,"Luterbach, Reformierte Kirche",Bus
11046,"Solothurn, Brühl",Bus
11047,"Solothurn, Brunngraben",Bus
11048,"Solothurn, Ulmenweg",Bus
11049,"Solothurn, Wildbachstrasse",Bus
11050,Tannay,Train
11051,La Vuarpillière,Train
11052,Creux-de-Genthod,Train
11053,Pont-Céard,Train
11054,"Olten, Chalchofen",Bus
11055,"Olten, Usego",Bus
11056,"Olten, Hammermühle",Bus
11057,"Olten, Bornblick",Bus
11058,"Olten, Grundstrasse",Bus
11059,"Olten, Schöngrundstrasse",Bus
11060,"Olten, Leberngasse",Bus
11061,"Olten, Bleichmattstrasse",Bus
11062,"Olten, Friedhof",Bus
11063,"Olten, Riggenbachstrasse",Bus
11064,"Olten, Meisenhardweg",Bus
11065,"Olten, Meierhof",Bus
11066,"Olten, Knoblauch",Bus
11067,"Olten, Feldstrasse",Bus
11068,"Olten, Wilerfeld",Bus
11069,"Starrkirch, Rütli",Bus
11070,"Dulliken, Schäfer",Bus
11071,"Dulliken, Altersheim",Bus
11072,"Dulliken, Zentrum",Bus
11073,"Dulliken, Alte Gemeindekanzlei",Bus
11074,"Dulliken, Bodenacker",Bus
11075,"Dulliken, Lehmgrube",Bus
11076,"Gunzgen, Unterdorf",Bus
11077,"Kappel SO, Schulhaus",Bus
11078,"Gunzgen, Zentrum",Bus
11079,"Gunzgen, Industrie",Bus
11080,"Härkingen, Pflug",Bus
11081,"Härkingen, Briefzentrum",Bus
11082,"Olten, Maienstrasse",Bus
11083,"Olten, Reiserstrasse",Bus
11084,"Olten, Gartenstrasse",Bus
11085,"Olten, Dreitannenstrasse",Bus
11086,"Starrkirch-Wil, Landhaus",Bus
11087,"Olten, Hausmattrain",Bus
11088,"Olten, Rötzmattweg",Bus
11089,"Olten, Stadthalle",Bus
11090,"Olten, Südwest",Bus
11091,"Olten, Kunsteisbahn",Bus
11092,"Olten, Bornfeld",Bus
11093,"Starrkirch-Wil,Gemeindezentrum",Bus
11094,"Wisen SO, Kirche",Bus
11095,"Wisen SO, Sonne",Bus
11096,"Läufelfingen, Adlike-Rank",Bus
11097,"Hauenstein, Löwen",Bus
11098,"Ifenthal, Kirche",Bus
11099,"Trimbach, Rankwog",Bus
11100,"Lostorf, Dorfplatz",Bus
11101,"Lostorf, Mahrenstrasse",Bus
11102,"Lostorf, Büechlen",Bus
11103,"Lostorf, Eintracht",Bus
11104,"Lostorf, Pfarrhof",Bus
11105,"Stüsslingen, Garage",Bus
11106,"Lostorf, Bad",Bus
11107,"Lostorf, Mineralquelle",Bus
11108,"Lostorf, Kreisschule",Bus
11109,"Obergösgen, Dorf",Bus
11110,"Obergösgen, Schulhaus",Bus
11111,"Obergösgen, Bollenfeld",Bus
11112,"Obergösgen, Sandacker",Bus
11113,"Winznau, Säliblick",Bus
11114,"Niedergösgen, Mühledorf",Bus
11115,"Obergösgen, Fähre",Bus
11116,"Stüsslingen, Kreuz",Bus
11117,"Stüsslingen, Jura",Bus
11118,"Stüsslingen, Mühle",Bus
11119,"Stüsslingen, Burengasse",Bus
11120,Rohr b. Olten,Bus
11121,"Stüsslingen, Muggenloch",Bus
11122,"Dulliken, Lehmgrube Wende",Bus
11123,"Holderbank SO, Dorfplatz",Bus
11124,"Allerheiligenberg, Rank",Bus
11125,"Hägendorf, Gnöd",Bus
11126,"Allerheiligenberg, Rest. Aller",Bus
11127,"Hägendorf, Spitzacker",Bus
11128,"Allerheiligenberg, Höhenklinik",Bus
11129,"Hägendorf, Weinhalden",Bus
11130,"Winznau, Dorf",Bus
11131,"Winznau, Ausserdorf",Bus
11132,"Olten, Haslistrasse",Bus
11133,"Olten, Industriewerk",Bus
11134,"Niedergösgen, Knoblez",Bus
11135,"Niedergösgen, Kraftwerk",Bus
11136,"Däniken, Reformierte Kirche",Bus
11137,"Däniken, Talhubel",Bus
11138,"Däniken, Hogenweid",Bus
11139,"Däniken, Industrie",Bus
11140,"Däniken, Prüssstrasse",Bus
11141,"Däniken, Ettenberg",Bus
11142,"Däniken, Eichweid",Bus
11143,"Däniken, Stapflenweg",Bus
11144,"Däniken, Kapelle",Bus
11145,"Däniken, Allmend",Bus
11146,"Däniken, Pumpwerk",Bus
11147,"Zuchwil, Rainstrasse",Bus
11148,"Zuchwil, Buchenweg",Bus
11149,"Zuchwil, Birchi",Bus
11150,"Biberist, St. Elisabeth",Bus
11151,"Biberist, Bleichenbergstrasse",Bus
11152,"Solothurn, Schwimmbad",Bus
11153,"Solothurn, Sonnenpark",Bus
11154,"Solothurn Allmend, Bahnhof",Bus
11155,"Brittern, Wirtschaft",Bus
11156,"Bibern SO, Post",Bus
11157,"Aetingen, Fröscheren",Bus
11158,"Aetingen, Schulhaus",Bus
11159,"Aetigkofen, Dorf",Bus
11160,"Hessigkofen, Post",Bus
11161,"Brügglen SO,Ochsenbeinschmiede",Bus
11162,"Buchegg, Post",Bus
11163,"Mühledorf SO, Sternen",Bus
11164,"Buchegg, Blumenhaus",Bus
11165,"Tscheppach, Post",Bus
11166,"Buchegg, Schloss/Dorf",Bus
11167,"Küttigkofen, Schulhaus",Bus
11168,"Luterbach, Gemeindehaus",Bus
11169,"Bettlach, Dorfplatz",Bus
11170,"Bettlach, Ariston",Bus
11171,"Bettlach, Riedstrasse",Bus
11172,"Bettlach, Räbacher",Bus
11173,"Bettlach, Kastels",Bus
11174,"Bettlach, Bangertli",Bus
11175,"Bettlach, Hübeli",Bus
11176,"Bettlach, Sonnenrain",Bus
11177,"Grenchen, Sportstrasse",Bus
11178,Villa Luganese,Bus
11179,"Villa Luganese, Luss",Bus
11180,"Villa Luganese, Vigna",Bus
11181,"Sonvico, Sassello",Bus
11182,"Cadro, Grescia",Bus
11183,"Sonvico, al Nido",Bus
11184,"Sonvico, Stazione ARL",Bus
11185,"Sonvico, Rosone",Bus
11186,"Sonvico, Opera Charitas",Bus
11187,"Sonvico, Madonna d'Arla",Bus
11188,"Sonvico, Scuole",Bus
11189,"Sonvico, S. Nicolao",Bus
11190,Dino,Bus
11191,"Cadro, Paese",Bus
11192,"Cadro, Municipio",Bus
11193,"Tesserete, Stazione",Bus
11194,Lugaggia,Bus
11195,"Tesserete, Paese",Bus
11196,"Tesserete, Ricovero",Bus
11197,"Tesserete, Scuole",Bus
11198,"Sureggio, Al Loco",Bus
11199,"Cagiallo, Paese",Bus
11200,"Tesserete, Campestro",Bus
11201,"Sala Capriasca, Paese",Bus
11202,"Tesserete, Resega",Bus
11203,Sureggio,Bus
11204,"Locarno, Piazza Stazione",Bus
11205,"Locarno, Debarcadero",Bus
11206,"Muralto, Al Parco",Bus
11207,"Muralto, Residenza Montana",Bus
11208,"Muralto, Palazzo dei Congressi",Bus
11209,"Muralto, Croce Bianca",Bus
11210,"Locarno, Via della Pace",Bus
11211,"Locarno, Stazione",Bus
11212,"Muralto, Casa S. Agnese",Bus
11213,"Minusio, V. Borenco",Bus
11214,"Muralto, Via Sociale",Bus
11215,"Locarno, Piazza Castello",Bus
11216,"Locarno, V. Luini",Bus
11217,"Minusio, Piazza",Bus
11218,"Locarno, Cinque Vie",Bus
11219,"Locarno, Migros",Bus
11220,"Locarno, Bivio V. Nessi",Bus
11221,"Ascona, Posta",Bus
11222,"Ascona, Moscia",Bus
11223,"Ascona, San Materno",Bus
11224,"Locarno, S. Antonio centrale",Bus
11225,"Solduno, Stazione",Bus
11226,"Locarno, S. Antonio Chiesa",Bus
11227,"Locarno, Panorama",Bus
11228,"Locarno, Palazzetto Fevi",Bus
11229,"Locarno, Case Popolari",Bus
11230,"Ascona, Scuole",Bus
11231,"Ascona, Barragie",Bus
11232,"Porto Ronco, Acapulco",Bus
11233,"Ascona, Via Medere",Bus
11234,"Ascona, Albergo Ascona",Bus
11235,"Ascona, Manor Delta",Bus
11236,"Solduno, Selva",Bus
11237,"Solduno, Passetto",Bus
11238,"Ponte Brolla, Stazione",Bus
11239,"Losone, Ponte Maggia",Bus
11240,"Locarno, Via Monteguzzo",Bus
11241,Avegno di fuori,Bus
11242,"Losone, Mercato Cattori",Bus
11243,"Losone, Arbigo",Bus
11244,"Losone, Agricola",Bus
11245,"Ascona, Via Pascolo",Bus
11246,"Losone, Municipio",Bus
11247,"Losone, Zandone",Bus
11248,"Losone, Caserma",Bus
11249,"Losone, Via Cesura",Bus
11250,"Losone, Posta",Bus
11251,"Losone, ai Mulini",Bus
11252,"Losone, Zandone Campeggio",Bus
11253,"Golino, Posta",Bus
11254,"Chiasso, Crocione",Bus
11255,"Chiasso, Via Guisan",Bus
11256,"Chiasso, Via Soldini",Bus
11257,"Chiasso, Municipio",Bus
11258,"Chiasso, Centro Sportivo",Bus
11259,"Chiasso, Chiesa",Bus
11260,"Chiasso, Via Chiesa",Bus
11261,"Chiasso, Stazione",Bus
11262,"Chiasso, Via Franscini",Bus
11263,"Chiasso, Rampa",Bus
11264,"Balerna, Via Ciseri",Bus
11265,"Chiasso, Confine",Bus
11266,"Chiasso, Piazza Indipendenza",Bus
11267,"Chiasso, Via Volta",Bus
11268,"Chiasso, Scuole",Bus
11269,"Chiasso, Via Favre",Bus
11270,"Chiasso, Viale Stoppa",Bus
11271,"Chiasso, Via Bossi",Bus
11272,"Vacallo, Ponte Picio",Bus
11273,"Chiasso, Boffalora",Bus
11274,"Pizzamiglio, Dogana",Bus
11275,"Vacallo, Sovernigo",Bus
11276,"Morbio Inferiore, Villette",Bus
11277,"Balerna, Rimessa AMSA",Bus
11278,"Morbio Inferiore, Pascuritt",Bus
11279,"Balerna, Pontegana",Bus
11280,"Balerna, Bisio",Bus
11281,"Morbio Inferiore, Breggia",Bus
11282,"Morbio Inferiore, Serfontana",Bus
11283,"Balerna, Bellavista (FFS)",Bus
11284,"Morbio Inferiore, Polenta",Bus
11285,"Balerna, Piazza",Bus
11286,"Morbio Inferiore, Ghitello",Bus
11287,"Chiasso, al Sasso",Bus
11288,"Brissago, Posta",Bus
11289,"Brissago, Municipio",Bus
11290,"Brissago, Piazza del Sole",Bus
11291,"Brissago, Bivio Incella",Bus
11292,"Brissago, Clinica Hildebrand",Bus
11293,"Brissago, Nevedone",Bus
11294,"Brissago, Co' di Campo",Bus
11295,"Brissago, S. Giorgio",Bus
11296,"Brissago, Noveledo",Bus
11297,"Brissago, Cagetto",Bus
11298,Piodina,Bus
11299,"Brissago, Piodina Paese",Bus
11300,"Brissago, Miralago",Bus
11301,"Brissago, Cartogna",Bus
11302,"Brissago, Porta",Bus
11303,"Brissago, Gadero",Bus
11304,"Ronco sopra Ascona, Posta",Bus
11305,"Ronco s. Ascona, F.na Martina",Bus
11306,"Ronco sopra Ascona,Via Barcone",Bus
11307,"Ronco sopra Ascona, Chiesa",Bus
11308,"Ronco sopra Ascona, cimitero",Bus
11309,"Ronco sopra Ascona, Pontif",Bus
11310,Livurcio,Bus
11311,"Porto Ronco, Murisc",Bus
11312,"Porto Ronco, la Rocca",Bus
11313,"Porto Ronco, Posta",Bus
11314,"Porto Ronco, Crodolo Verbano",Bus
11315,"Porto Ronco, Rivabella",Bus
11316,"Brissago, Cadogno",Bus
11317,"Brissago, Bellavista",Bus
11318,"Brissago, Incella",Bus
11319,"Vacallo, Casa Materna",Bus
11320,"Vacallo, Letra",Bus
11321,"Vacallo, Via Spinee",Bus
11322,"Vacallo, S. Simone",Bus
11323,"Vacallo, Cimitero",Bus
11324,"Vacallo, Scuole",Bus
11325,"Morbio Inferiore, Fontanella",Bus
11326,"Vacallo, Piazza",Bus
11327,"Morbio Inferiore, Campo Sport.",Bus
11328,"Morbio Inferiore, Sta. Lucia",Bus
11329,"Morbio Inferiore, Posta",Bus
11330,"Morbio Inferiore, Basilica",Bus
11331,"Morbio Inferiore, Via Vela",Bus
11332,"Morbio Inferiore, Piano",Bus
11333,"Serpiano, Albergo",Bus
11334,"Serpiano, Ostello Alpino",Bus
11335,"Serpiano, Casa Doganale",Bus
11336,"Meride, Crocefisso",Bus
11337,"Meride, Fontana di Meride",Bus
11338,"Meride, Paese",Bus
11339,"Mendrisio, Staz. Transito Bus",Bus
11340,"Meride, Campeggio",Bus
11341,"Mendrisio, Via Motta",Bus
11342,"Rancate, Cimitero",Bus
11343,"Mendrisio, Macello",Bus
11344,"Genestrerio, Croce Grande",Bus
11345,"Mendrisio, Centro Studi 2",Bus
11346,"Meride, Alla Guana",Bus
11347,"Arzo, Bagno Spiaggia",Bus
11348,"Mendrisio, Casa Anziani",Bus
11349,"Mendrisio, Stazione",Bus
11350,"Rancate, Posta",Bus
11351,"Mendrisio, Borgo",Bus
11352,"Mendrisio, Autosilo",Bus
11353,"Mendrisio, Via Morée",Bus
11354,"Genestrerio, Canova",Bus
11355,"Genestrerio, Cimitero",Bus
11356,"Mendrisio, OSC",Bus
11357,"Mendrisio, Banchette",Bus
11358,"Bellinzona, Via Vela",Bus
11359,"Bellinzona, Piazza Orico",Bus
11360,"Bellinzona, Espocentro",Bus
11361,"Bellinzona, Via Mirasole",Bus
11362,"Bellinzona, Viale G. Motta",Bus
11363,"Daro, Scuole",Bus
11364,"Bellinzona, Bagno Pubblico",Bus
11365,"Arbedo, Ponte Pacciaredo",Bus
11366,"Arbedo, Rotondello",Bus
11367,"Claro, Biv. per Scubiago",Bus
11368,"Preonzo, Bivio per Claro",Bus
11369,"Cresciano, Palazzi",Bus
11370,"Preonzo, Piazza",Bus
11371,"Gnosca, Cusnà",Bus
11372,"Preonzo, Paese",Bus
11373,"Gnosca, Centro",Bus
11374,"Preonzo, Nord",Bus
11375,"Gnosca, rifugio animali",Bus
11376,"Gorduno, San Carpoforo",Bus
11377,"Bellinzona, Parco Giochi",Bus
11378,"Bellinzona, Bivio Galbisio",Bus
11379,"Bellinzona, Lusanico",Bus
11380,Carasso,Bus
11381,"Bellinzona, Via Lepori",Bus
11382,"Bellinzona, Via Monte Gaggio",Bus
11383,"Giubiasco, Piazza",Bus
11384,"Giubiasco, Borghetto",Bus
11385,"Giubiasco, Stazione",Bus
11386,"Giubiasco, Via Ferriere",Bus
11387,"Giubiasco, Sottomontagna",Bus
11388,"Giubiasco, alla Morobbia",Bus
11389,"Giubiasco, Caffè Locarno",Bus
11390,"Giubiasco, Golena",Bus
11391,"Giubiasco, Seghezzone",Bus
11392,"Giubiasco, Cimiterio",Bus
11393,"Giubiasco, Via Bellinzona",Bus
11394,"Giubiasco, Sasso Piatto",Bus
11395,"Camorino, Bivio Comelina",Bus
11396,"Giubiasco, Tre Castelli",Bus
11397,"Giubiasco, Lôro",Bus
11398,"Pianezzo, Carabella",Bus
11399,"Pianezzo, Paese",Bus
11400,"Pianezzo, Tremozza",Bus
11401,"Pianezzo, Ronchetti",Bus
11402,"Giubiasco, Bivio Pedevilla",Bus
11403,"Bellinzona, Isolabella",Bus
11404,"Bellinzona, Cimitero",Bus
11405,"Bellinzona, P. Indipendenza",Bus
11406,"Bellinzona, Via Jauch",Bus
11407,"Bellinzona, Nocca",Bus
11408,"Ravecchia, Belsoggiorno",Bus
11409,"Bellinzona, SAMB",Bus
11410,"Bellinzona, Viale Franscini",Bus
11411,"Bellinzona, Ramarro",Bus
11412,"Bellinzona, Via Borromini",Bus
11413,"Bellinzona, Via dei Gaggini",Bus
11414,"Bellinzona, Business Center",Bus
11415,"Bellinzona, Bramantino",Bus
11416,"Bellinzona, Posta Semine",Bus
11417,"Bellinzona, Via Pierino Tatti",Bus
11418,"Monte Carasso, Camp di Nav",Bus
11419,"Monte Carasso, Urènn/Funivia",Bus
11420,"Monte Carasso, Cunvént",Bus
11421,"Sementina, Via Cantonale",Bus
11422,"Sementina, Scuole",Bus
11423,"Sementina, Sud",Bus
11424,"Sementina, Mondasce",Bus
11425,"Sementina, Rotonda",Bus
11426,"Sementina, Motto",Bus
11427,"Sementina, Ponte sul Ticino",Bus
11428,"Camorino, Ufficio Circolazione",Bus
11429,"Camorino, Villaggio",Bus
11430,"Camorino, centro scolastico",Bus
11431,"Camorino, Soabbia",Bus
11432,"Bellinzona, Saleggi",Bus
11433,"Camorino, in Cumlina",Bus
11434,"Camorino, Pro Quardi",Bus
11435,"S. Antonino, Nosetto",Bus
11436,"S. Antonino, Monda",Bus
11437,"S. Antonino, Paese",Bus
11438,"S. Antonino, Posta",Bus
11439,"S. Antonino, Via Serrai",Bus
11440,"S. Antonino, Via Stazione",Bus
11441,"Cadenazzo, Stazione",Bus
11442,"Cadenazzo, Chiesa",Bus
11443,"S. Antonino, Lati",Bus
11444,"S. Antonino,Centri Commerciali",Bus
11445,"Cadenazzo, ex Segheria",Bus
11446,"Cadenazzo, Scuole Elementari",Bus
11447,"Cadenazzo, Scuola Media",Bus
11448,"Contone, Posta",Bus
11449,"Quartino, Stazione",Bus
11450,"Gudo, Chiesa",Bus
11451,"Robasacco, Curva Steiner",Bus
11452,"Robasacco, Bivio Sasselli",Bus
11453,"Robasacco, Paese",Bus
11454,"Quartino, Centro Luserte",Bus
11455,"Magadino, Debarcadero",Bus
11456,"Quartino, Scuole",Bus
11457,"Quartino, Bivio",Bus
11458,"Gudo, Malcantone",Bus
11459,"Gudo, Progero",Bus
11460,"Gudo, Serta",Bus
11461,"Daro, Via Malmera",Bus
11462,"Daro, Pian Lorenzo",Bus
11463,"Bellinzona, Cast. Montebello",Bus
11464,"Daro, Pichitt",Bus
11465,"Artore, Paese",Bus
11466,"Bellinzona, Cast.Sasso Corbaro",Bus
11467,"Luino, Pzza. della Libertà (I)",Bus
11468,"Luino, Stazione FS (I)",Bus
11469,"Luino, Centro Sportivo",Bus
11470,"Ranzo-S. Abbondio, Stazione",Bus
11471,"Fornasette, Dogana Svizzera",Bus
11472,"Ranzo, Bivio per S. Abbondio",Bus
11473,"Ranzo, Piccolo Mondo",Bus
11474,"Gerra (Gambarogno), Stazione",Bus
11475,"Ranzo, Paese",Bus
11476,"Gerra (Gambarogno), Bagno",Bus
11477,"S. Abbondio, Bivio Calgiano",Bus
11478,"Ronco (Gambarogno), Str. Lozze",Bus
11479,"S. Nazzaro, Paese",Bus
11480,"Ronco (Gambarogno), Paese",Bus
11481,Alabardia,Bus
11482,"S. Nazzaro, Taverna",Bus
11483,"S. Nazzaro, Molinetto",Bus
11484,"Vira (Gambarogno), Paese",Bus
11485,"Vira (Gambarogno), Vignascia",Bus
11486,"S. Nazzaro, 5 Fonti",Bus
11487,"Gerra (Gambarogno), Cimitero",Bus
11488,"Magadino-Vira, Stazione",Bus
11489,"Vira (Gambarogno), La Riva",Bus
11490,Scesana,Bus
11491,"Vira (Gambarogno), Bellavista",Bus
11492,"Piazzogna, Belsito",Bus
11493,Fosano,Bus
11494,"Magadino, Casa Comunale",Bus
11495,"Magadino, Farmacia",Bus
11496,"Quartino, Chiesa",Bus
11497,"Magadino, Al Ponte",Bus
11498,"Dirinella, Confine",Bus
11499,"Dirinella, Bivio per Caviano",Bus
11500,"Caviano, Casa Fois",Bus
11501,"Caviano, Paese",Bus
11502,"Gerra (Gambarogno), Paese",Bus
11503,"Magadino, Superiore",Bus
11504,"Quartino, Gerrascia",Bus
11505,"Casenzano, Maggiolo",Bus
11506,"Casenzano, La Tempelina",Bus
11507,"Casenzano, Paese",Bus
11508,"Casenzano, Roncaccio",Bus
11509,"Vairano, Paese",Bus
11510,"Vairano, Bivio per S. Nazzaro",Bus
11511,"S. Nazzaro, Fontanella",Bus
11512,"Piazzogna, Rist. Gambarogno",Bus
11513,"Piazzogna, Paese",Bus
11514,"Vira (Gambarogno), Edifors",Bus
11515,"Bosco/Gurin, Paese",Bus
11516,"Bosco/Gurin, Ueberab",Bus
11517,"Cerentino, Ponte per Corino",Bus
11518,"Cerentino, Bivio Corsopra",Bus
11519,"Cerentino, Chiesa",Bus
11520,"Cerentino, Paese",Bus
11521,"Cerentino, Pedipiodi",Bus
11522,"Collinasca, Casa de Torri",Bus
11523,Niva (Vallemaggia),Bus
11524,"Collinasca, L'Ovi",Bus
11525,"Collinasca, Paese",Bus
11526,"Linescio, di Dentro",Bus
11527,"Linescio, Paese",Bus
11528,"Linescio, di Fuori",Bus
11529,"Cevio, Rovana",Bus
11530,"Cevio, Posta",Bus
11531,Cimalmotto,Bus
11532,"Campo (VMaggia), Ganelle",Bus
11533,"Campo (VMaggia), Paese",Bus
11534,"Campo (VMaggia), Chiesa",Bus
11535,"Campo (VMaggia), al Piano",Bus
11536,"S. Carlo (Bavona), Funivia",Bus
11537,"S. Carlo (Bavona), Ponte",Bus
11538,Sonlerto (Bavona),Bus
11539,"Sonlerto, Bolla (Bavona)",Bus
11540,Fontanellata (Bavona),Bus
11541,Roseto (Bavona),Bus
11542,Foroglio (Bavona),Bus
11543,Ritorto (Bavona),Bus
11544,Sabbione (Bavona),Bus
11545,Fontana (Bavona),Bus
11546,Mondada (Bavona),Bus
11547,"Cavergno, Paese",Bus
11548,"Cavergno, Vingera",Bus
11549,"Bignasco, Posta",Bus
11550,"Brontallo, Bivio",Bus
11551,"Cevio, Residenza Betulle",Bus
11552,"Brontallo, Paese",Bus
11553,"Menzonio, Sentiero",Bus
11554,"Cevio, centro scolastico",Bus
11555,"Menzonio, Mulini",Bus
11556,"Menzonio, Bivio",Bus
11557,"Menzonio, Paese",Bus
11558,"Broglio, Paese",Bus
11559,"Broglio, Somprei",Bus
11560,"Prato, Ponte",Bus
11561,"Sornico, S. Martino",Bus
11562,"Peccia, Paese",Bus
11563,Veglia di Peccia,Bus
11564,"Peccia, Corgello",Bus
11565,Cortemezzano di Peccia,Bus
11566,"Peccia, Cambleo",Bus
11567,"Mogno, Colonia Pazzalino",Bus
11568,"Mogno, Paese",Bus
11569,"Fusio, Paese",Bus
11570,Cortignelli,Bus
11571,"S. Carlo di Peccia, Paese",Bus
11572,"S. Carlo di Peccia, Centrale",Bus
11573,Piano di Peccia,Bus
11574,Albate-Camerlata,Train
11575,Como S. Giovanni,Train
11576,Cucciago,Train
11577,Chiasso,Train
11578,Seregno,Train
11579,Cantù-Cermenate,Train
11580,Mendrisio,Train
11581,Balerna,Train
11582,Camnago-Lentate,Train
11583,Desio,Train
11584,Lissone-Muggiò,Train
11585,Sesto S. Giovanni,Train
11586,Mendrisio S. Martino,Train
11587,Stabio,Train
11588,Capolago-Riva S. Vitale,Train
11589,Gaggiolo,Train
11590,Arcisate,Train
11591,Induno Olona,Train
11592,Varese,Train
11593,Gallarate,Train
11594,Besnate,Train
11595,Busto Arsizio,Train
11596,Mornago-Cimbro,Train
11597,Busto Arsizio Nord,Train
11598,Milano Porta Garibaldi,Train
11599,Ferno-Lonate Pozzolo,Train
11600,Malpensa Aeroporto T1,Train
11601,Malpensa Aeroporto T2,Train
11602,"Molinazzo di Monteggio, Posta",Bus
11603,"Molinazzo di Monteggio,Ressega",Bus
11604,"Molinazzo di Monteggio, Lisora",Bus
11605,"Molinazzo di Monteggio,Ramello",Bus
11606,"Ponte Cremenaga, Paese",Bus
11607,"Monteggio, Madonna del Piano",Bus
11608,"Monteggio, Bruciata",Bus
11609,"Ponte Cremenaga, Roncaccio",Bus
11610,"Fornasette, Villaggio vacanze",Bus
11611,"Ponte Tresa, Stazione",Bus
